id_annonce,property_type,approximate_latitude,approximate_longitude,city,postal_code,size,floor,land_size,energy_performance_value,energy_performance_category,ghg_value,ghg_category,exposition,nb_rooms,nb_bedrooms,nb_bathrooms,nb_parking_places,nb_boxes,nb_photos,has_a_balcony,nb_terraces,has_a_cellar,has_a_garage,has_air_conditioning,last_floor,upper_floors,price
35897409,viager,41.86321117,8.945752393,albitreccia,20128,169,,1500,152,D,8,B,Sud-Ouest,6,4,1,0,0,8,0,0,0,0,0,0,0,152800
35897411,maison,43.13443261,5.859508187,ollioules,83190,200,,4000,88,B,3,A,Sud,6,4,1,1,1,8,0,0,0,0,0,0,0,1799000
35897413,maison,48.12142751,0.521751364,tuffe,72160,78,,176,292,E,67,F,Sud-Ouest,3,2,1,1,1,8,0,1,0,0,0,0,0,76680
35897415,terrain,48.36948202,3.572943676,bourdenay,10290,1547,,,,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,24500
35897417,villa,46.03675575,0.518905488,alloue,16490,75,,910,562,G,29,D,Sud-Est,4,3,1,1,1,8,0,0,0,0,0,0,0,80000
35897421,maison,43.26596754,3.156362523,lespignan,34710,125,,,,,,,Sud-Ouest,5,3,1,0,0,8,0,0,0,0,0,0,0,124000
35897423,appartement,46.25386664,6.483659176,habere-poche,74420,31,,,444,F,25,D,,2,2,1,0,0,8,1,0,0,0,0,0,0,73000
35897425,appartement,48.90098454,2.253750232,courbevoie,92400,83,7,,155,D,37,E,Ouest,4,3,1,1,0,8,1,1,1,0,0,0,0,659000
35897427,appartement,43.30116004,6.634940071,sainte-maxime,83120,51,,,,,,,Ouest,3,2,1,1,0,8,0,0,0,0,0,0,0,179000
35897435,maison,44.90034922,4.558983596,saint-jean-chambre,7240,120,,1600,,,,,Sud-Ouest,1,,,0,0,7,0,0,0,0,0,0,0,100000
35897437,divers,43.22103726,2.33826183,carcassonne,11000,150,,,,,,,,4,3,1,0,0,8,0,0,1,0,0,0,0,171770
35897439,divers,43.76885484,-0.562777681,saint-sever,40500,80,,,,,,,Est,4,3,,0,0,4,0,0,0,0,0,0,0,82500
35897441,terrain,43.22301196,2.341811812,carcassonne,11000,953,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,66710
35897443,appartement,43.45692305,3.419057839,pezenas,34120,545,1,,,,,,Sud-Ouest,2,1,1,1,0,2,1,1,0,0,0,0,0,152000
35897445,parking,48.83454276,2.350739454,paris-13eme,75013,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,55000
35897455,maison,43.58101701,3.842104308,laverune,34880,96,,430,111,C,21,D,Sud,4,3,1,1,1,5,0,1,0,0,1,0,0,384000
35897459,terrain,44.50641059,0.159462828,marmande,47200,1640,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,34100
35897463,terrain,47.8554788,-0.198720582,parce-sur-sarthe,72300,1228,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,38325
35897465,maison,43.52663764,-1.458993569,tarnos,40220,110,,856,202,D,8,B,Sud,4,3,1,1,1,8,0,0,0,0,0,0,0,549000
35897471,maison,43.53100783,6.460128261,draguignan,83300,188,,1825,163,D,6,B,Sud,8,3,1,0,1,8,1,0,0,0,0,0,0,450000
35897473,divers,43.60038361,2.247445302,castres,81100,600,,,,,,,Sud-Est,,,,0,0,2,0,0,0,0,0,0,0,522500
35897477,divers,43.65773143,-0.597493679,hagetmau,40700,,,,,,,,Est,6,5,,0,0,8,0,0,0,0,0,0,0,345240
35897479,terrain,45.02700418,-0.133420577,coutras,33230,1400,,,,,,,Sud,0,0,0,0,0,2,0,0,0,0,0,0,0,43500
35897483,appartement,43.45073256,3.414779977,pezenas,34120,5125,,68,,,,,Sud-Ouest,2,1,1,1,0,2,0,1,0,0,0,0,0,145000
35897485,villa,49.971794,3.838766702,buironfosse,2620,122,,,257,E,56,F,Est-Ouest,4,2,1,1,1,8,0,0,0,0,0,0,0,74500
35897487,appartement,48.85316575,2.429512435,vincennes,94300,64,1,,136,C,32,D,Sud,4,2,1,0,0,8,0,0,1,0,0,0,0,699000
35897489,maison,43.58255933,3.766606788,pignan,34570,117,,450,94,C,4,A,Sud-Est,4,3,1,1,1,8,0,0,0,0,0,0,0,385000
35897491,appartement,43.44782892,3.374190167,tourbes,34120,5125,,68,,,,,Sud-Ouest,2,1,1,1,0,2,0,1,0,0,0,0,0,145000
35897493,maison,43.38282413,1.995322597,labecede-lauragais,11400,250,,60,,,,,Sud,6,3,1,0,1,8,0,0,0,0,0,0,0,65000
35897495,appartement,48.75196978,2.264285743,verrieres-le-buisson,91370,78,1,,226,D,32,D,Sud-Ouest,4,3,1,1,0,8,0,0,0,0,0,0,0,288000
35897497,appartement,43.61342463,3.877495296,montpellier,34070,116,1,,115,C,12,C,Est-Ouest,5,4,1,1,0,8,1,1,1,0,0,0,0,285000
35897503,appartement,43.44581036,3.420304787,pezenas,34120,74,,190,,,,,Nord-Ouest,3,2,1,1,0,2,0,1,0,0,0,0,0,190000
35897505,maison,43.43042,5.429657849,simiane-collongue,13109,160,,,216,D,7,B,Sud-Ouest,6,5,1,1,1,8,0,0,0,0,0,0,0,469000
35897507,maison,42.52285739,2.834972037,le-boulou,66160,78,,100,108,C,4,A,Est,3,2,1,1,0,3,0,1,0,0,0,0,0,254000
35897513,appartement,48.67631984,2.418583161,draveil,91210,40,,,,,,,,3,1,,0,0,8,0,0,0,0,0,0,0,98000
35897517,maison,44.93672499,1.862600067,biars-sur-cere,46130,140,,1290,,,,,,3,2,,0,0,8,0,0,0,0,0,0,0,190000
35897519,appartement,44.8183921,-0.597891701,talence,33400,38,,,,,,,Nord-Est,2,1,1,0,0,4,0,0,0,0,0,0,0,185000
35897523,appartement,43.45030543,3.424004135,pezenas,34120,6645,1,,,,,,Nord-Ouest,3,2,1,1,0,2,1,1,0,0,0,0,0,175000
35897525,maison,45.67181742,-1.010068141,saint-sulpice-de-royan,17200,146,,695,35,A,1,A,Sud,6,4,1,1,1,8,0,1,0,0,0,0,0,540800
35897527,appartement,43.61629355,3.88016421,montpellier,34000,6985,3,,95,C,22,D,Sud-Nord,3,2,1,0,0,8,0,0,1,0,0,0,0,189000
35897529,appartement,43.44080058,3.371470646,tourbes,34120,6645,1,,,,,,Sud-Est,3,2,1,1,0,2,1,1,0,0,0,0,0,184000
35897531,maison,48.01426528,0.490711584,le-breil-sur-merize,72370,162,,1430,,,,,Sud-Ouest,7,4,1,0,1,8,0,0,1,0,0,0,0,186900
35897533,villa,48.02976996,4.432562497,gye-sur-seine,10250,104,,630,,,,,,4,2,,1,1,8,0,0,1,0,0,0,0,85500
35897535,appartement,43.45161904,3.382157019,tourbes,34120,545,1,,,,,,Sud-Ouest,2,1,1,1,0,2,1,1,0,0,0,0,0,152000
35897539,divers,46.91415188,-1.378273089,l'herbergement,85260,200,,5500,,,,,,10,2,,0,0,4,0,0,0,0,0,0,0,455700
35897541,villa,43.19949231,2.765971397,lezignan-corbieres,11200,155,,75,14,A,,,,4,3,1,0,1,6,0,0,0,0,1,0,0,162180
35897543,maison,44.76746604,2.127591144,lauresses,46210,305,,19800,203,D,6,B,Sud,11,7,1,1,1,8,0,0,0,0,0,0,0,379500
35897545,appartement,43.09614593,5.876823421,la-seyne-sur-mer,83500,35,,,227,D,7,B,Sud-Ouest,2,1,1,0,0,2,0,0,0,0,0,0,0,75000
35897549,ferme,43.3177984,1.952872714,castelnaudary,11400,330,,38000,228,D,7,B,Sud,15,11,1,0,0,8,0,0,0,0,0,0,0,495000
35897551,appartement,43.83239015,4.354750465,nimes,30000,584,6,,55,B,13,C,Sud,3,2,1,1,0,8,0,1,0,0,1,0,0,274000
35897553,appartement,49.90437151,2.302529203,amiens,80000,52,,,,,,,,2,1,,0,0,4,0,0,0,0,0,0,0,90000
35897555,maison,43.83046608,5.019423165,cavaillon,84300,141,,1200,122,C,36,E,Sud,6,4,1,1,1,8,0,1,0,0,0,0,0,357000
35897557,maison,43.50390357,6.535440586,la-motte,83920,124,,3501,244,E,11,C,Sud,6,4,1,1,1,8,1,1,1,0,0,0,0,509900
35897559,villa,43.87645751,5.479552884,caseneuve,84750,170,,7356,241,E,39,E,Sud,8,4,1,1,1,8,1,0,1,0,0,0,0,595000
35897561,terrain,45.5687372,4.385411886,aveizieux,42330,804,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,98000
35897563,maison,44.31435792,4.944604959,visan,84820,80,,,,,,,Sud,3,1,1,0,0,5,0,0,0,0,0,0,0,95000
35897565,maison,48.5563988,3.303933907,provins,77160,155,,237,326,E,19,C,,7,4,1,0,1,8,0,0,0,0,0,0,0,168000
35897567,maison,48.78255816,1.81426227,montfort-l'amaury,78490,166,,5280,321,E,17,C,,7,4,1,0,0,7,0,0,0,0,0,0,0,890000
35897575,appartement,48.84200565,2.300893309,paris-15eme,75015,7602,6,,,,,,Nord,3,2,1,0,0,10,1,0,1,0,0,0,0,950000
35897749,maison,48.90207029,2.096438185,le-pecq,78230,202,,727,359,F,107,G,,9,6,1,0,0,9,0,0,0,0,0,0,0,890000
35897799,appartement,43.52106411,4.983656449,istres,13800,88,1,,,,,,,4,3,,0,0,6,0,0,0,0,0,0,0,158000
35897805,maison,43.45385844,5.869369569,saint-maximin-la-sainte-baume,83470,100,,,206,D,6,B,,4,3,1,1,1,20,1,0,0,0,0,0,0,268000
35897809,maison,48.51866765,7.286745065,lutzelhouse,67130,155,,235,275,E,3,A,,6,4,1,1,0,13,0,0,1,1,0,0,0,227500
35897823,maison,41.87871453,8.791985654,porticcio,20166,90,,410,1,A,1,A,,3,2,1,0,0,6,0,0,0,0,0,0,0,525000
35897835,villa,41.74846607,9.170023046,sainte-lucie-de-porto-vecchio,20144,165,,1224,127,C,3,A,,7,5,1,0,0,18,0,0,0,0,0,0,0,980000
35897837,appartement,48.83984617,2.304109472,paris-15eme,75015,12304,4,,,,,,Sud-Ouest,5,3,1,1,0,8,1,0,1,0,0,0,0,1650000
35897841,appartement,43.60053512,1.441644997,toulouse,31200,8934,2,,150,C,6,B,,4,3,1,1,0,7,0,1,0,1,0,0,0,199810
35897843,appartement,43.59311069,1.441218617,toulouse,31400,66,,,161,D,6,B,Sud-Ouest,3,2,1,1,0,7,0,1,0,1,0,0,0,217300
35897881,maison,48.95617463,4.364093788,chalons-en-champagne,51000,137,,450,176,D,32,D,,7,4,1,0,0,7,0,0,0,0,0,0,0,295200
35897889,appartement,48.83259088,2.295153167,paris-15eme,75015,100,4,,,,,,Sud-Ouest,5,3,1,1,0,8,1,0,1,0,0,0,0,1100000
35897899,maison,42.52291871,3.106255798,port-vendres,66660,70,,,,,,,,3,1,1,0,0,10,0,0,0,0,0,0,0,288900
35897901,appartement,48.8765246,2.257751768,neuilly-sur-seine,92200,95,,,146,C,32,D,,5,3,1,1,0,3,0,0,0,0,0,0,0,1055000
35897903,appartement,48.88742518,2.265125772,neuilly-sur-seine,92200,42,,,,,,,,2,1,1,0,0,14,0,0,1,0,0,0,0,485000
35897923,parking,48.84641163,2.432458502,vincennes,94300,10,,,,,,,,0,0,0,1,0,3,0,0,0,0,0,0,0,33000
35897925,appartement,48.78822467,2.341232708,l'hay-les-roses,94240,62,1,38,,,,,,3,2,,0,0,5,0,0,0,0,0,0,0,463000
35897933,appartement,48.89797964,2.247882409,courbevoie,92400,49,1,,,,,,,3,2,,1,0,7,0,0,1,0,0,0,0,397000
35898049,appartement,48.91716248,2.285307108,asnieres-sur-seine,92600,82,,,,,,,,4,3,,0,0,5,0,0,0,0,0,0,0,849000
35898051,maison,47.46686334,-0.544149803,angers,49100,285,,252,184,D,43,E,,9,5,1,1,0,12,0,1,1,1,0,0,0,1579000
35898077,appartement,48.91787014,2.285558082,asnieres-sur-seine,92600,29,3,,,,,,,2,1,1,0,0,5,0,0,1,0,0,0,0,209000
35898117,maison,43.11648175,6.120784395,hyeres,83400,148,,380,110,C,4,A,,4,3,1,1,0,18,0,0,1,1,0,0,0,634400
35898133,appartement,48.88911245,2.339548977,paris-18eme,75018,35,3,,,,,,,2,1,1,0,0,5,0,0,0,0,0,0,0,415000
35898361,maison,48.85448062,2.779707196,serris,77700,130,,777,,,,,,6,4,,0,0,10,0,0,0,0,0,0,0,608000
35898387,appartement,48.87779903,2.314174024,paris-17eme,75017,65,,,210,D,35,D,,3,2,1,0,0,8,0,0,0,0,0,0,0,730000
35898389,appartement,48.83300087,2.296238473,paris-15eme,75015,166,1,,,,,,,1,,,0,0,1,0,0,0,0,0,0,0,246750
35898391,maison,49.54301284,-1.809829583,treauville,50340,78,,1153,228,D,12,C,,4,3,1,0,0,9,0,0,0,0,0,0,0,218000
35898401,maison,43.29590503,6.635498666,sainte-maxime,83120,120,,391,277,E,15,C,,5,4,1,0,0,7,0,0,0,0,0,0,0,629000
35898403,appartement,48.86687612,2.399634246,paris-20eme,75020,2102,,,137,C,12,C,,1,,1,0,0,6,0,0,0,0,0,0,0,190000
35898411,appartement,48.8148989,2.427510314,maisons-alfort,94700,5752,,,150,C,35,D,,3,2,1,1,0,10,0,0,0,0,0,0,0,339900
35898413,appartement,48.87569683,2.34398287,paris-9eme,75009,989,6,,,,,,,1,1,,0,0,6,0,0,0,0,0,0,0,125000
35898417,maison,49.14997905,-0.222500865,emieville,14630,7270,,,,,,,,7,5,1,0,0,7,0,0,0,0,0,0,0,565000
35898425,maison,49.08451487,-0.371047038,laize-la-ville,14320,103,,300,46,A,2,A,,5,3,1,1,0,7,0,0,0,1,0,0,0,237000
35898427,appartement,49.21573209,-0.318526994,herouville-saint-clair,14200,6531,4,,,,,,,3,2,1,0,0,5,0,0,1,0,0,0,0,104500
35898449,appartement,43.31140887,3.476516741,le-cap-d'agde,34300,25,1,,217,D,24,D,,3,2,1,1,0,9,0,1,0,0,0,0,0,117000
35898453,maison,43.68528831,4.130414947,lunel,34400,26435,,30,321,E,10,B,,12,6,,0,0,11,0,1,1,1,0,0,0,436800
35898459,divers,44.05010103,5.048483443,carpentras,84200,200,,,,,,,,8,4,,0,0,12,0,0,0,0,0,0,0,199500
35898463,appartement,43.78383044,7.501350891,menton,6500,79,,,,,,,,4,3,,0,0,8,0,0,0,0,0,0,0,440000
35898465,appartement,43.30356898,-0.365197959,pau,64000,81,2,,,,,,,3,2,1,0,0,8,0,0,1,0,0,0,0,200000
35898687,appartement,48.90342342,2.288434725,levallois-perret,92300,4288,6,,,,,,,2,1,1,0,0,10,1,0,1,0,0,0,0,495000
35898691,maison,43.30796171,5.432476028,marseille-12eme,13012,110,,350,138,C,32,D,,5,4,1,0,1,7,0,0,0,0,0,0,0,480000
35898709,appartement,49.44033395,1.088761165,rouen,76000,44,3,,,,,,,2,1,1,0,0,6,0,0,0,0,0,0,0,157500
35898713,maison,49.4294086,1.079256373,rouen,76100,85,,100,,,,,,4,3,1,0,0,10,0,1,1,0,0,0,0,189000
35898721,appartement,49.42947137,1.083608091,rouen,76000,37,4,,250,E,5,A,,2,1,1,0,0,6,0,0,0,0,0,0,0,87000
35898745,appartement,49.42813453,1.083057328,rouen,76000,717,2,,,,,,,3,2,1,0,0,4,0,1,1,0,0,0,0,150000
35898797,appartement,43.48411799,-1.492497808,bayonne,64100,58,,,,,,,,3,2,1,0,0,10,0,0,0,0,0,0,0,139100
35898799,appartement,48.62861803,2.451030978,evry,91000,52,5,,,,,,,2,1,1,1,0,3,1,0,0,0,0,0,0,131000
35898801,maison,43.70095204,7.122950187,saint-paul-de-vence,6570,208,,3872,150,C,15,C,,5,4,1,0,0,9,0,1,0,0,0,0,0,1260000
35898809,appartement,46.36380563,6.479733142,thonon-les-bains,74200,8187,2,,,,,,,4,3,,0,0,4,0,0,0,1,0,0,0,355000
35898811,appartement,46.36727226,6.481210232,thonon-les-bains,74200,6517,2,,,,,,,3,2,,0,0,4,0,0,0,1,0,0,0,290000
35898813,appartement,46.36172812,6.478349656,thonon-les-bains,74200,6319,1,,,,,,,3,2,,0,0,4,0,0,0,1,0,0,0,285000
35898815,appartement,46.36703141,6.48366891,thonon-les-bains,74200,7056,1,,,,,,,3,2,,0,0,4,0,0,0,1,0,0,0,295000
35898817,appartement,46.36831444,6.489517062,thonon-les-bains,74200,4659,1,,,,,,,2,1,,0,0,4,0,0,0,1,0,0,0,215000
35898819,appartement,46.37407423,6.486307344,thonon-les-bains,74200,6457,1,,,,,,,3,2,,0,0,4,1,0,0,1,0,0,0,259000
35898821,appartement,46.36777848,6.484220526,thonon-les-bains,74200,4372,1,,,,,,,2,1,,0,0,4,0,0,0,1,0,0,0,205000
35898823,appartement,46.37127735,6.478728502,thonon-les-bains,74200,4015,1,,,,,,,2,1,,0,0,4,0,0,0,1,0,0,0,203000
35898825,appartement,46.37332514,6.485800402,thonon-les-bains,74200,828,1,3374,,,,,,4,3,,0,0,4,0,0,0,1,0,0,0,340000
35898827,appartement,46.36700637,6.481737161,thonon-les-bains,74200,6517,1,,,,,,,3,2,,0,0,4,1,0,0,1,0,0,0,285000
35898829,appartement,46.37227773,6.496783975,thonon-les-bains,74200,6319,,6404,,,,,,3,2,,0,0,4,0,0,0,1,0,0,0,295000
35898831,appartement,46.36815584,6.485626471,thonon-les-bains,74200,7056,,8018,,,,,,3,2,,0,0,4,0,0,0,1,0,0,0,315000
35898833,appartement,46.3665073,6.485376703,thonon-les-bains,74200,4697,,,,,,,,2,1,,0,0,4,0,0,0,1,0,0,0,190000
35898837,appartement,46.36608637,6.478852431,thonon-les-bains,74200,8243,,6183,,,,,,4,3,,0,0,4,0,0,0,0,0,0,0,360000
35898843,appartement,48.87749028,2.286743431,paris-16eme,75016,7631,,,,,,,,3,2,1,0,0,5,0,0,1,0,0,0,0,749000
35898857,maison,47.69774101,7.291443724,zillisheim,68720,210,,2168,228,D,68,F,,8,4,1,0,0,6,0,0,0,0,0,0,0,540800
35898873,maison,44.83344962,-0.571155071,bordeaux,33200,135,,263,167,D,8,B,,5,3,1,1,0,1,0,0,0,1,0,0,0,697000
35898875,maison,44.8317672,-0.57425299,bordeaux,33200,200,,300,82,B,19,C,,6,3,,0,0,1,0,0,0,0,0,0,0,899000
35898879,maison,44.82872237,-0.63006928,merignac,33700,192,,400,155,D,7,B,,8,7,1,1,0,2,0,1,0,1,0,0,0,595500
35898881,appartement,48.8812164,2.384913725,paris-19eme,75019,30,,,,,,,,2,1,1,0,0,6,0,0,0,0,0,0,0,269000
35898891,maison,48.31540151,2.270732415,brouy,91150,120,,800,125,C,,,,5,4,,0,0,2,0,0,0,0,0,0,0,100000
35898893,terrain,48.32368904,2.258634909,brouy,91150,2470,,2470,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,185000
35898895,maison,48.32483843,2.266048287,brouy,91150,80,,3460,12,A,,,,4,3,,0,0,11,0,0,0,0,0,0,0,328600
35898897,maison,48.52931398,2.011015465,dourdan,91410,9362,,,,,,,,4,3,1,0,0,10,0,0,0,0,0,0,0,246100
35898899,appartement,48.58714043,2.2588295,arpajon,91290,43,2,,,,,,,1,,1,0,0,4,0,0,0,0,0,0,0,130000
35898961,appartement,48.88985334,2.316639768,paris-17eme,75017,60,,,,,,,,3,1,1,0,0,9,0,0,1,0,0,0,0,640000
35898967,appartement,48.88842417,2.32481163,paris-17eme,75017,41,3,,,,,,,2,1,1,0,0,9,0,0,1,0,0,0,0,639000
35898973,appartement,48.88822629,2.320434545,paris-17eme,75017,44,3,2,161,D,37,E,,2,1,1,0,0,8,1,0,1,0,0,0,0,620000
35898979,appartement,48.88345108,2.321212009,paris-17eme,75017,50,2,,,,,,,2,1,1,0,0,8,0,0,1,0,0,0,0,588000
35898987,appartement,48.87224986,2.328381864,paris-8eme,75008,52,6,,,,,,,5,4,1,0,0,9,0,0,0,0,0,0,0,580000
35898991,appartement,48.88491164,2.323163493,paris-17eme,75017,50,3,,291,E,9,B,,3,1,1,0,0,8,0,0,1,0,0,0,0,550000
35898995,appartement,48.88244617,2.309543509,paris-17eme,75017,82,,,,,,,,3,1,1,0,0,18,0,0,0,0,0,0,0,548000
35899065,appartement,43.59772321,1.450576437,toulouse,31300,60,,,57,B,12,C,,3,2,,1,0,6,0,0,0,0,0,0,0,194900
35899067,maison,50.34768368,3.539839972,valenciennes,59300,65,,5,,,,,,4,2,,0,0,6,0,0,0,0,0,0,0,116000
35899073,maison,46.56990619,0.466515138,sevres-anxaumont,86800,95,,4997,,,,,,4,3,,0,0,2,0,0,0,0,0,0,0,140000
35899075,maison,46.57852156,5.688351221,pont-de-poitte,39130,124,,210,,,,,,5,3,,1,0,10,0,0,0,0,0,0,0,59900
35899077,maison,45.84686073,0.273643738,saint-angeau,16230,209,,5390,149,C,4,A,,8,6,,1,0,10,0,1,1,0,0,0,0,275000
35899081,appartement,43.38322302,5.168099334,chateauneuf-les-martigues,13220,73,2,,,,,,,4,3,1,1,0,9,0,1,0,0,0,0,0,239000
35899083,maison,47.58866739,1.334150487,blois,41000,1303,,462,127,C,29,D,,5,4,1,0,0,4,0,1,0,0,0,0,0,255330
35899085,maison,45.18990818,0.782076147,trelissac,24750,164,,687,153,D,35,D,,5,4,1,1,0,11,0,0,0,0,0,0,0,242000
35899101,maison,43.24291098,2.630156825,puicheric,11700,80,,500,,,,,,3,2,1,0,0,5,0,0,0,0,0,0,0,110000
35899105,maison,45.69113062,-1.048620672,breuillet,17920,212,,595,95,C,4,A,,9,6,1,1,0,12,0,1,0,0,0,0,0,720000
35899107,maison,49.02016144,1.636098104,guernes,78520,230,,1600,145,C,15,C,,7,4,1,0,0,8,0,0,0,0,0,0,0,525000
35899109,maison,46.84453181,-1.885126107,challans,85300,163,,1765,,,,,,7,4,1,0,0,15,0,0,0,0,0,0,0,397000
35899111,maison,43.33675734,5.123825731,sausset-les-pins,13960,170,,1280,210,D,14,C,,6,4,,0,0,16,0,0,0,0,0,0,0,798000
35899113,maison,43.33604345,5.119195558,sausset-les-pins,13960,38,,50,205,D,12,C,,3,2,,0,0,9,0,0,0,0,0,0,0,420000
35899117,maison,49.0860685,0.600783371,bernay,27300,4,,125,,,,,,125,6,1,0,0,9,0,0,0,0,0,0,0,186000
35899125,maison,48.00874452,-0.149003036,loue,72540,140,,,,,,,,6,4,1,0,0,6,0,0,0,0,0,0,0,188000
35899129,appartement,48.83819848,2.301943333,paris-15eme,75015,65,5,,,,,,,3,2,1,0,1,9,0,0,1,0,0,0,0,668000
35899135,maison,48.11627879,5.135581857,chaumont,52000,166,,1564,161,D,19,C,,5,3,1,0,0,9,0,0,0,0,0,0,0,130000
35899137,maison,48.20539508,5.129282721,bologne,52310,226,,5836,241,E,57,F,,9,5,1,0,0,12,0,0,1,1,0,0,0,255000
35899139,maison,48.99142327,2.315733115,montmorency,95160,240,,817,149,C,35,D,,11,6,1,1,0,15,1,1,0,0,0,0,0,1330000
35899359,maison,43.53018352,5.439251787,aix-en-provence,13100,80,,,,,,,,3,2,,0,0,3,0,0,0,0,0,0,0,445000
35899361,appartement,48.84161667,2.299452948,paris-15eme,75015,91,6,,,,,,,5,4,1,0,0,8,0,0,1,0,0,0,0,935000
35899367,appartement,43.63082762,3.892779784,castelnau-le-lez,34170,4827,2,,156,D,36,E,,2,1,,0,0,5,0,0,0,0,0,0,0,147000
35899371,appartement,48.93331937,2.220789129,bezons,95870,383,2,,,,,,,1,,1,0,0,3,1,0,0,0,0,0,0,223900
35899381,appartement,49.10865711,6.18436998,metz,57070,115,11,,185,D,43,E,,7,5,1,0,0,9,0,0,0,0,0,0,0,127000
35899383,maison,47.84447638,3.261755473,les-ormes,89110,106,,7474,,,,,,4,3,1,0,0,11,0,0,0,0,0,0,0,109000
35899385,appartement,45.44882823,4.443813781,saint-jean-bonnefonds,42650,102,3,,,,,,,4,3,1,0,0,9,0,0,0,0,0,0,0,229000
35899387,maison,49.03395382,2.694416191,saint-mard,77230,92,,273,178,D,16,C,,5,3,1,1,0,9,0,1,0,0,0,0,0,299000
35899399,maison,43.33506418,5.492678647,allauch,13190,81,,450,,,,,,3,2,1,0,0,12,0,0,0,0,0,0,0,420000
35899411,appartement,48.40349158,2.725502592,avon,77210,4074,3,,267,E,12,C,,2,1,1,1,0,3,0,0,0,0,0,0,0,117000
35899415,maison,44.88699451,1.575704668,saint-sozy,46200,158,,2000,,,,,,6,4,1,0,0,18,0,0,0,0,0,0,0,349000
35899417,appartement,48.88296239,2.500608322,villemomble,93250,6275,3,1225,,,,,,3,2,1,1,0,16,0,1,0,0,0,0,0,364900
35899419,appartement,48.88705989,2.501005586,villemomble,93250,3155,3,,,,,,,1,,1,0,0,16,0,0,0,0,0,0,0,207900
35899421,appartement,48.88081941,2.494478098,villemomble,93250,426,3,52,,,,,,2,1,1,1,0,16,1,0,0,0,0,0,0,277900
35899427,appartement,48.88123214,2.503013735,villemomble,93250,5985,3,555,,,,,,3,2,1,1,0,16,1,0,0,0,0,0,0,364900
35899431,appartement,48.87822853,2.499439595,villemomble,93250,619,2,52,,,,,,3,2,1,1,0,16,1,0,0,0,0,0,0,357900
35899433,appartement,48.88101324,2.505636809,villemomble,93250,5935,2,52,,,,,,3,2,1,1,0,16,1,0,0,0,0,0,0,354900
35899435,appartement,48.89176952,2.501197666,villemomble,93250,446,2,52,,,,,,2,1,1,1,0,16,1,0,0,0,0,0,0,277900
35899439,appartement,48.88248152,2.50780675,villemomble,93250,6535,2,32,,,,,,3,2,1,1,0,16,1,0,0,0,0,0,0,362900
35899441,appartement,48.87735411,2.497953994,villemomble,93250,6015,2,8,,,,,,3,2,1,1,0,16,1,0,0,0,0,0,0,362900
35899443,appartement,48.88155389,2.50919322,villemomble,93250,4285,2,415,,,,,,2,1,1,1,0,16,1,0,0,0,0,0,0,277900
35899447,appartement,48.8813576,2.49768235,villemomble,93250,665,2,56,,,,,,3,2,1,1,0,16,1,0,0,0,0,0,0,366900
35899449,appartement,48.88508111,2.496630911,villemomble,93250,619,1,52,,,,,,3,2,1,1,0,16,1,0,0,0,0,0,0,353900
35899557,appartement,48.88266747,2.39747951,paris-19eme,75019,48,1,,,,,,,3,2,,0,0,4,0,0,1,0,0,0,0,499152
35899563,appartement,48.88359341,2.377330137,paris-19eme,75019,82,4,12,,,,,,4,3,1,0,0,3,0,0,1,0,0,0,0,894400
35899575,maison,43.06997122,2.234546167,limoux,11300,170,,,205,D,61,F,,10,3,1,0,0,14,0,0,1,0,0,0,0,106000
35899585,maison,43.12044417,5.941910163,toulon,83100,200,,492,,,,,,5,2,1,0,0,13,0,0,0,1,0,0,0,699000
35899843,maison,46.65642809,2.694125637,saint-bonnet-troncais,3360,183,,28000,222,D,29,D,Sud,6,4,1,0,1,9,0,0,0,0,0,0,0,285000
35899847,appartement,48.78490323,2.520041007,chennevieres-sur-marne,94430,82,1,5,70,B,57,F,,4,3,1,0,0,3,0,0,0,0,0,0,0,195000
35899849,appartement,47.74868404,7.329281182,mulhouse,68200,71,6,,157,D,36,E,,4,2,1,0,0,19,1,1,1,0,0,0,0,83000
35899855,maison,48.80290348,2.279170838,chatillon,92320,35,,98,,,,,Sud-Ouest,2,1,1,0,0,6,0,1,0,0,0,0,0,445000
35899857,maison,42.66957366,2.617548332,ille-sur-tet,66130,95,,34,,,,,,4,2,,0,0,2,0,0,0,0,0,0,0,29000
35899859,appartement,48.2957896,4.052120577,sainte-savine,10300,140,,,207,D,6,B,,5,3,1,1,0,8,0,0,0,0,0,0,0,255000
35899861,appartement,48.4502997,1.467964945,mainvilliers,28300,48,3,,274,E,64,F,,2,1,1,0,0,5,0,0,0,0,0,0,0,99000
35899863,maison,49.33705268,2.464198521,liancourt,60140,70,,520,228,D,53,E,,3,2,1,0,0,4,0,0,0,0,0,0,0,179000
35899869,maison,44.491397,1.161412472,pescadoires,46220,90,,834,106,C,28,D,,4,3,1,0,0,9,0,0,0,0,0,0,0,194000
